Names,Prices,RAM|ROM,Camera,Display,Processor,Battery,Ratings
Micromax S114,"1,090",32 MB RAM | 64 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.5
Kechaoda K66 (Rose Pink),"1,399",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 MONTHS,400 mAh Battery,3.3
MTR M340,750,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),1100 mAh Battery,4.2
itel Power 100 New,"1,299",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.2
KARBONN k106s,990,10 MB RAM | 10 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,800 mAh Battery,3.7
LAVA A1 Josh,"1,299",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
Kechaoda K9,"1,275",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
Nokia 150/150 DS,"2,999",4 MB RAM | 4 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year,1020 mAh Battery,3.8
Nokia 105 PLUS SS,"1,390",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
Cellecor R4,"1,149",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.6
GFive U106 Combo of Two,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.4
Kechaoda A6,"1,399",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,8.89 cm (3.5 inch) QVGA Display,1 Year Domestic Warranty,2500 mAh Battery,5
GREENBERRI F1,"1,399",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1050 mAh Battery,4
GREENBERRI F1,"1,299",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1050 mAh Battery,4
SAREGAMA Carvaan Keypad Mobile Tamil Don M12 with 1000 Pre-Loaded Songs,"1,750",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
itel Power 110,"1,325",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4
GREENBERRI F1,"1,399",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1050 mAh Battery,3.8
Cellecor R3+,"1,046",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.2
Snexian GURU 2173,699,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) NA Display,3 Months Warranty,850 mAh Battery,3.7
KARBONN k106s,990,10 MB RAM | 10 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,800 mAh Battery,4.1
LAVA A5,"1,529",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1000 mAh Li-ion Battery,4
UiSmart Ui-06,"1,599",512 MB RAM | 256 MB ROM,0.01MP Rear Camera,4.5 cm (1.77 inch) Display,1 YEAR FOR HANDSET,1050 mAh Battery,3.6
I Kall K3310 Combo Of Two Mobile,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 Month  Manufacturer Warranty,800 mAh Battery,3.3
Kechaoda K66 (Rose Pink),"1,399",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 MONTHS,400 mAh Battery,3.9
LAVA A1 Josh,"1,299",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.6
Cellecor R4,"1,149",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,4.1
MU M370,"1,199",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,1 year Warranty,700 mAh Battery,4
itel it5026,"1,305",4 MB RAM | 4 MB ROM,2MP Rear Camera,6.1 cm (2.4 inch) Display,1 YEAR Brand Warranty,1200 mAh Battery,4.1
SAREGAMA Carvaan Mobile M21 with 1500 pre-loaded songs,"2,490",32 MB RAM | 8 GB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year domestic warranty against manufacturing defects,2500 mAh Battery,4.1
MTR 1000,"1,050",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 year(domestic),3000 mAh Battery,4
Kechaoda K9,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4
Nokia 105 PLUS SS,"1,390",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.8
LAVA Prime X,"1,340",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,2 Year Replacement Warranty & 6 Months Accessories Warranty,800 mAh Battery,None
PHILIPS Xenium E172,"1,339",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 YEAR WARRANTY ON MOBILE AND 6 MONTH N BATTERY,1700 mAh Battery,None
itel Power 100 New,"1,299",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.2
Nokia 110,"1,929",4 MB RAM | 4 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,Unisoc 6531E Processor,800 mAh Lithium Ion Battery,4.3
KARBONN K9 Punch,"1,479",52 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP | 0.3MP Front Camera,6.1 cm (2.4 inch) FWVGA Display,NA Processor,2500 mAh Battery,4.2
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
LAVA A1,"1,240",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Warranty,800 mAh Battery,4.2
LAVA A1 super,"1,230",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 mAh Battery,4.2
itel Power 440,"1,519",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1  Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,2500 mAh Battery,3.8
Cellecor R50,"1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
itel Power 440,"1,519",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year warranty for device and 6 months for accessories,2500 mAh Battery,3.8
KARBONN K31 Star,"1,239",35 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.03MP Rear Camera,6.1 cm (2.4 inch) HVGA Display,1 year handset and 6 Month Box Accessories,1800 mAh Battery,3.9
LAVA A7 Star,"1,399",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0MP Front Camera,6.1 cm (2.4 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1800 mAh Lithium Ion Battery,4
GFive U106 Combo of Two,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.4
MTR M2300,890,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),3000 mAh Battery,4
Nokia 3310 DS 2020,"4,398",16 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1200 mAh Battery,3.9
UiSmart Ui-06,"1,570",512 MB RAM | 256 MB ROM,0.01MP Rear Camera,4.5 cm (1.77 inch) Display,1 YEAR FOR HANDSET,1050 mAh Battery,4
"itel A23 Pro (Saphire Blue, 8 GB)","4,249",1 GB RAM | 8 GB ROM,2MP Rear Camera,12.7 cm (5 inch) Display,100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories,2400 mAh Battery,3.7
"Nokia 105 DS (Blue, 4 MB)","1,599",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
itel power 100,"1,483",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,"1,750",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.8
Kechaoda K115 PRO,"1,199",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,6 Months,850 mAh Battery,3.8
SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,"1,750",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.8
Cellecor E6+,"1,326",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,3.8
SAREGAMA Carvaan Mobile M11(CM181) with 1500 pre-loaded songs,"1,990",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,None
Micromax X415,939,32 MB RAM | 32 MB ROM,0.03MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,None
LAVA A9,"1,895",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 mAh Lithium-ion Battery,4.1
KARBONN K9 Mini,"1,079",32 MB RAM | 32 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,800 mAh Battery,3.7
BlackZone ECO X,"1,429",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,Brand Warranty of 1 Year Available for Mobile,1000 mAh Battery,4
Micromax X708 Black grey,"1,384",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.5
Lava Pulse Mobile Phone-With BP & Heart Rate Monitor,"1,939",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1750 mAh Lithium-ion Battery,4.1
Micromax S114,"1,088",32 MB RAM | 64 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.5
Kechaoda K66 (Power Silver),"1,280",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 MONTHS,400 mAh Battery,4.1
"itel Vision2S (Gradation Blue, 32 GB)","6,298",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,8MP + VGA Dual AI Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc 9863A Octa Core Processor,5000 mAh Li-ion Polymer Battery,4
LAVA A9,"1,740",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 mAh Lithium-ion Battery,4.1
I Kall K3310 Combo Of Two Mobile,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 Month  Manufacturer Warranty,800 mAh Battery,3.6
I Kall K3310,744,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 Month  Manufacturer Warranty,1000 mAh Battery,3.6
"I Kall K450 (Dark Blue, 32 GB)","5,999",4 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13MP Rear Camera | 8MP Front Camera,15.9 cm (6.26 inch) Display,1 year manufacturing warranty for mobile and 6 months for box accessories,4000 mAh Battery,3.1
I Kall K3310,744,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year warranty for device and 6 Months for box accessories,1000 mAh Battery,3.6
Cellecor X50+,"1,599",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,3.7
LAVA A9,"1,690",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 mAh Battery,4.1
Jmax J30,799,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,Domestic Warranty,1050 mAh Battery,3.6
Lava Pulse1- with contactless Talking Thermometer,"1,490",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1800 mAh Lithium-ion Battery,4
"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Big Battery, 1.77 inch Display Screen, 0.8 mp Sm...","1,169",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP + 0.8MP,4.5 cm (1.77 inch) Display,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,2800 mAh Battery,4
LAVA A5,"1,564",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1000 mAh Li-ion Battery,4.1
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.03MP + 0.03MP | 0MP Front Camera,4.57 cm (1.8 inch) FWVGA Display,NA Processor,1000 mAh Battery,3.8
ANGAGE SAGA,"1,070",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Month Manufacturing Warranty,3000 mAh Battery,4
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0.03MP Front Camera,4.57 cm (1.8 inch) FWVGA+ Display,NA Processor,1000 mAh Battery,3.8
LAVA A5,"1,479",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1000 mAh Li-ion Battery,4.1
GREENBERRI F1,"1,399",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1050 mAh Battery,4
Snexian Guru 1282,699,20 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Warranty,1000 mAh Battery,3.6
Nokia 3310 DS 2020,"4,399",16 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1200 mAh Battery,3.9
itel Power110Neo,"1,315",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Warranty for device 6 months for accessories 111 Days Replacement,2500 mAh Battery,4.9
Cellecor E7,"1,479",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,2.4
Snexian Rock 4G,"2,500",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,3 Months Domestic Warranty,2500 mAh Battery,3.3
Kechaoda K35,"1,490",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera | 0.3MP Front Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,3.9
"Micromax IN 2B (Black, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,ARM Cortex A75 Octa Core Processor,5000 mAh Battery,3.9
Cellecor E2+,"1,007",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.6
"Micromax IN 2B (Green, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,ARM Cortex A75 Octa Core Processor,5000 mAh Battery,3.9
Snexian BOLD 1K,999,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,3.66 cm (1.44 inch) NA Display,1 Year Warranty,800 mAh Battery,3.7
"itel A23 Pro (Sapphire Blue, 8 GB)","3,899",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,2MP Rear Camera,12.7 cm (5 inch) FWVGA Display,Unisoc 9832E Quad Core Processor,2400 mAh Li-ion Battery,3.7
Kechaoda K9,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
"Nokia 105 DS (Blue, 4 MB)","1,599",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Cellecor E9,"1,119",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
"itel A60 (VertMenthe, 32 GB)","5,999",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) HD Display,Unisoc Processor,5000 mAh Battery,5
Kechaoda K9,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0.03MP Front Camera,4.57 cm (1.8 inch) FWVGA+ Display,NA Processor,1000 mAh Battery,3.8
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.03MP + 0.03MP | 0MP Front Camera,4.57 cm (1.8 inch) FWVGA Display,NA Processor,1000 mAh Battery,3.8
itel Ace 2N,969,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Mediatek MT6261D Processor,1000 mAh Lithium Ion Battery,4.2
Kechaoda K116,"1,299",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Warranty,400 mAh Battery,3.9
I Kall K26,799,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1000 mAh Battery,3.5
MTR M1800+,890,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),3000 mAh Battery,4.1
LAVA PRIME Z,"1,520",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,6.1 cm (2.4 inch) Display,2 Year Replacement Guarantee,1200 mAh Battery,4.1
GREENBERRI F1,"1,399",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1050 mAh Battery,4
Nokia 125 DS,"2,379",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.8
itel Power200,"1,359",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Warranty for device 6 months for accessories,2500 mAh Battery,4.3
GFive U106 Combo of Two,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.4
I Kall K99 Pro,"1,279",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One year manufacture warranty,2500 mAh Battery,3.5
I Kall K20,"1,004",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.4
Snexian Guru 313,699,32 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,3 Months Warranty,850 mAh Battery,3.9
MTR S700,"1,050",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,6 MONTHS WARRENTY,3000 mAh Battery,4.1
"itel Vision1 (Gradation Green, 32 GB)","6,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,8MP + 0.3MP | 5MP Front Camera,15.46 cm (6.088 inch) HD+ Display,Unisoc SC9863A Octa Core Processor,4000 mAh Lithium-ion Polymer Battery,3.7
Snexian BOLD 1K,999,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,3.66 cm (1.44 inch) NA Display,1 Year Warranty,800 mAh Battery,3.7
Snexian BOLD 1K,999,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,3.66 cm (1.44 inch) NA Display,1 Year Warranty,800 mAh Battery,3.7
MTR STAR,749,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),1100 mAh Battery,3.6
"I Kall K99 Keypad Mobile (2.4 Inch, Dual Sim)","1,280",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,2.7
Kechaoda A17,"1,399",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Warranty,3000 mAh Battery,3.9
Geotel K9 Flip,"1,499",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.32 cm (1.7 inch) Display,1 Year For Handset and 1 month for box accessories,1200 mAh Battery,3.6
SAREGAMA Carvaan Mobile CM 181 with 1500 pre-loaded songs,"1,990",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.4
GFive C2 card,997,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,800 mAh Battery,3.8
KARBONN KX3S,"1,079",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0.03MP Front Camera,4.57 cm (1.8 inch) FWVGA+ Display,NA Processor,1000 mAh Battery,3.7
Cellecor C9,"1,043",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.4
"I Kall Z13 (Cyan, 64 GB)","6,799",4 GB RAM | 64 GB ROM | Expandable Upto 64 GB,13MP Rear Camera | 8MP Front Camera,16.59 cm (6.53 inch) Display,Octa Core Processor,5000 mAh Battery,4
LAVA A1 Super 2021,"1,199",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 mAh Li-ion Battery,4.3
"Redmi 7A (Matte Blue, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,12MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,4000 mAh Li-Polymer Battery,4
Micromax X749,"1,699",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Product and 6 Month Accessories,1750 mAh Battery,3.3
Snexian GURU 310,799,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) NA Display,1 Year Warranty,1000 mAh Battery,3.8
"Nokia C01 Plus (Grey, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5MP Rear Camera | 2MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Unisoc SC9863A Processor,3000 mAh Lithium Polymer Battery,None
MTR M1,"1,050",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,12 MONTHS,1100 mAh Battery,3.8
MTR M1,"1,050",32 MB RAM | 32 MB ROM,0.03MP Rear Camera,3.66 cm (1.44 inch) Display,6 MONTHS,1100 mAh Battery,3.8
Cellecor R50,"1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
Snexian BOLD 1K,999,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,3.66 cm (1.44 inch) NA Display,1 Year Warranty,800 mAh Battery,3.7
KARBONN KX3,950,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Brand Warranty,800 mAh Battery,3.9
"I Kall Z7 (Blue, 32 GB)","5,399",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13MP Rear Camera | 8MP Front Camera,15.9 cm (6.26 inch) HD Display,1 year manufacturing warranty for mobile and 6 months for box accessories,4000 mAh Battery,3.2
Cellecor E9,"1,119",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Cellecor E8 Plus,"1,469",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,3.5
"Micromax IN 2B (Black, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,ARM Cortex A75 Octa Core Processor,5000 mAh Battery,3.9
